,brand,price,originalpr,colour,shoetype,bargain
2089,Audley,129.0,215.0,black,heels,86.0
2090,Palado,29.95,74.95,rose metallic,mules,45.0
2091,Wojas,89.9,89.9,black,sandals,0.0
2092,TOM TAILOR,40.15,55.99,blau,sandals,15.840000000000003
2093,Tamaris,49.95,49.95,navy,heels,0.0
2094,Anna Field,19.69,27.99,black,pumps,8.299999999999997
2095,OYSHO,25.19,35.99,beige,trainers,10.8
2096,Converse,74.95,74.95,navy,trainers,0.0
2097,Skechers Sport,69.95,69.95,taupe,trainers,0.0
2098,Tamaris,59.95,59.95,white,mules,0.0
2099,Skechers,76.92,94.95,taupe leather mesh pink trim,trainers,18.03
2100,Jana,49.95,49.95,schwarz,heels,0.0
2101,adidas Originals,119.95,119.95,cloud white   core black   cloud white,trainers,0.0
2102,Tamaris,41.95,59.95,navy comb,heels,18.0
2103,Bullboxer,71.97,119.95,beige taupe,boots,47.980000000000004
2104,ALDO,83.95,119.95,black,heels,36.0
2105,Rohde,56.95,74.95,gruen ,mules,18.0
2106,La Strada,59.99,69.99,violett,trainers,9.999999999999993
2107,Rieker,59.95,59.95,weiß/nude,trainers,0.0
2108,Anna Field,29.99,29.99,white,trainers,0.0
2109,Palado,29.95,74.95,silber,mules,45.0
2110,NoGRZ,49.95,129.95,black,trainers,79.99999999999999
2111,Anna Field,31.99,39.99,silver,sandals,8.000000000000004
2112,Tamaris,89.95,89.95,black nappa,trainers,0.0
2113,Lloyd,129.9,129.9,dunkelgrün,sandals,0.0
2114,Caprice,45.95,59.95,blue suede,pumps,14.0
2115,Tommy Jeans,41.95,69.95,black,trainers,28.0
2116,ALDO Wide Fit,76.45,89.95,open natural,trainers,13.5
2117,Anna Field,44.99,44.99,black,boots,0.0
2118,Reebok Classic,64.0,80.0,stucco/vintage chalk ,trainers,16.0
2119,Tamaris,39.91,49.95,silver,heels,10.040000000000006
2120,Crosby,24.99,49.99,white,trainers,25.000000000000004
2121,Tamaris,59.95,59.95,light gold,espadrilles,0.0
2122,Ca'Shott,159.99,159.99,taupe,boots,0.0
2123,Birkenstock,119.95,119.95,pink,mules,0.0
2124,adidas Originals,98.95,109.95,solid grey/footwear white/alumina,trainers,11.0
2125,Kazar,89.99,89.99,gold,sandals,0.0
2126,Tamaris,44.99,49.99,ivory,heels,5.0
2127,Even&Odd,36.19,44.99,gold,sandals,8.800000000000004
2128,Nine West,44.99,109.99,black,heels,65.0
2129,Drudd Italia,49.0,89.0,black,trainers,40.0
2130,adidas Originals,129.95,129.95,cloud white/collegiate navy/off-white,trainers,0.0
2131,New Balance,109.95,109.95,black,trainers,0.0
2132,Tommy Hilfiger,44.95,89.95,black,trainers,45.0
2133,Even&Odd,35.39,43.99,black ,heels,8.600000000000001
2134,Esprit,49.99,69.99,light grey,trainers,19.999999999999993
2135,Caprice,69.95,69.95,cream perlato,pumps,0.0
2136,Palado,24.95,69.95,schwarz,slides,45.0
2137,Skechers Sport,83.95,99.99,azul,trainers,16.039999999999992
2138,Caprice,45.95,59.95,black nubuc,mules,14.0
2139,adidas Originals,107.95,119.95,footwear white/core black,trainers,12.0
2140,Nine West,59.99,119.99,sand,sandals,59.99999999999999
2141,CHARLES FOOTWEAR,114.0,129.99,white/black,trainers,15.990000000000009
2142,Esprit,39.99,59.99,light blue,sandals,20.0
2143,Drudd Italia,89.0,159.0,white,trainers,70.0
2144,Zign,59.99,59.99,grey,espadrilles,0.0
2145,Rohde,49.9,49.95,mint,mules,0.05000000000000426
2146,Marco Tozzi,37.95,49.99,cream ,slip-ons,12.04
2147,Skechers Sport,44.99,59.99,lavender/white ,trainers,15.0
2148,Skechers Sport,89.95,89.95,natural/rose gold,trainers,0.0
2149,Call it Spring,57.95,64.95,ice,heels,7.0
2150,Buffalo,99.99,99.99,black,slip-ons,0.0
2151,Tamaris,59.95,59.95,black uni,trainers,0.0
2152,Palado,49.95,89.95,black matt,slides,40.0
2153,Guess,120.0,120.0,bianco,trainers,0.0
2154,Nike Sportswear,135.95,159.95,white/black,trainers,24.0
2155,Calvin Klein,34.95,49.95,lilac dusk,slides,15.0
2156,Jolana & Fenena,57.99,64.99,hellblau,moccasins,6.999999999999993
2157,Ambellis,25.99,109.99,blau,trainers,84.0
2158,Maripé,120.49,179.9,blau,slip-ons,59.41000000000001
2159,Betsy,49.99,49.99,orange,sandals,0.0
2160,Nine West,44.99,109.99,gold,heels,65.0
2161,Anna Field,39.99,39.99,black,boots,0.0
2162,Tamaris,36.95,49.95,white,pumps,13.0
2163,Marc O'Polo,79.95,109.95,black,trainers,30.0
2164,Palado,29.95,69.95,schwarz,mules,40.0
2165,ONLY SHOES,34.99,34.99,white/gold ,trainers,0.0
2166,Guess,115.0,115.0,white,trainers,0.0
2167,Tamaris,79.9,79.9,grey,slip-ons,0.0
2168,Philip Hog,49.0,89.0,white/pink,trainers,40.0
2169,White Sun,32.5,65.0,black,sandals,32.5
2170,NoGRZ,129.95,189.95,black,trainers,60.0
2171,Stradivarius,19.99,19.99,white,trainers,0.0
2172,RAID Wide Fit,38.39,44.99,black ,espadrilles,6.600000000000001
2173,White Sun,32.5,65.0,camel,sandals,32.5
2174,Paez,49.9,49.9,blue,espadrilles,0.0
2175,GAP,58.95,89.95,bicoastal blue,trainers,31.0
2176,River Island,63.0,63.0,white,trainers,0.0
2177,Even&Odd,41.49,54.99,black ,heels,13.5
2178,Anna Field,29.99,39.99,light pink,heels,10.000000000000004
2179,New Look,59.99,59.99,pale pink,sandals,0.0
2180,Even&Odd,32.39,37.99,white,heels,5.600000000000001
2181,Where’s That From,49.99,49.99,black,sandals,0.0
2182,Palado,39.95,74.95,lack weiß,slides,35.0
2183,Anna Field,11.99,24.99,beige,pumps,12.999999999999998
2184,adidas Originals,101.95,119.95,ftwr white/ftwr white/core black,trainers,18.0
2185,Jolana & Fenena,57.99,64.99,blau,moccasins,6.999999999999993
2186,New Look,34.99,34.99,black,pumps,0.0
2187,Mexx,62.97,89.95,black,mules,26.980000000000004
2188,Gioseppo,54.95,54.95,black,sandals,0.0
2189,Tamaris,48.95,69.95,black ,heels,21.0
2190,Even&Odd,35.39,43.99,black,trainers,8.600000000000001
2191,Esprit,39.99,49.99,skin beige,sandals,10.0
2192,Tamaris,24.95,49.95,ivory ,pumps,25.000000000000004
2193,Palado,24.95,64.95,black,slides,40.0
2194,Even&Odd Wide Fit,48.99,48.99,black,boots,0.0
2195,adidas Originals,98.95,109.95,footwear white/magic beige/off-white,trainers,11.0
2196,Skechers Sport,89.95,89.95,blue,trainers,0.0
2197,Donna Carolina,147.86,169.95,beige,pumps,22.089999999999975
2198,Vagabond,138.95,154.95,schwarz,slip-ons,16.0
2199,Vans,63.95,79.95,black/marshmallow,trainers,16.0
2200,Puma,74.95,74.95,white white black,trainers,0.0
2201,Mexx,62.97,89.95,white,trainers,26.980000000000004
2202,Skechers Sport,66.75,79.99,natural,trainers,13.239999999999995
2203,Where’s That From,49.99,49.99,pink suede,sandals,0.0
2204,Even&Odd Wide Fit,43.99,43.99,black,boots,0.0
2205,Mexx,53.97,89.95,rosegold,trainers,35.980000000000004
2206,Hunter ORIGINAL,109.95,109.95,black,mixed,0.0
2207,Puma,59.95,59.95,dark olive vapor gray olive,trainers,0.0
2208,Palado,29.95,74.95,beige,mules,45.0
2209,Even&Odd Wide Fit,33.99,39.99,black,heels,6.0
2210,Esprit,59.99,79.99,navy,slip-ons,19.999999999999993
2211,Skechers Sport,57.95,75.0,blau,trainers,17.049999999999997
2212,Vagabond,119.95,119.95,black,pumps,0.0
2213,Zaxy,39.99,39.99,mehrfarbig,mixed,0.0
2214,Nine West,49.99,79.99,black,sandals,29.999999999999993
2215,Bagatt,59.95,59.95,black,mules,0.0
2216,s.Oliver,49.95,49.95,braun,heels,0.0
2217,Reebok Classic,89.95,89.95,black/charcoal,trainers,0.0
2218,Jana,29.95,39.95,black,sandals,10.000000000000004
2219,Tamaris,42.46,59.95,olive/black,wellies,17.490000000000002
2220,DeeZee,43.95,43.95,beige,slip-ons,0.0
2221,Bershka,35.99,35.99,black,boots,0.0
2222,RAID,43.99,43.99,white,sandals,0.0
2223,Bagatt,59.95,59.95,beige,mules,0.0
2224,s.Oliver,48.99,59.99,black,sandals,11.0
2225,Tamaris,39.95,39.95,black matt,pumps,0.0
2226,Hummel,44.95,49.95,white/blue/red,trainers,5.0
2227,Rubi Shoes by Cotton On,17.95,17.95,ivory ,pumps,0.0
2228,Stradivarius,19.99,19.99,black,heels,0.0
2229,WJS,29.9,38.9,różowe,sandals,9.0
2230,Cesare Gaspari,88.0,178.0,blue,slip-ons,90.0
2231,Esprit,39.99,59.99,navy,sandals,20.0
2232,Tamaris,44.96,49.95,black matt,heels,4.990000000000002
2233,Vagabond,144.95,144.95,black,heels,0.0
2234,Crosby,34.99,59.99,white,trainers,25.0
2235,PULL&BEAR,59.99,59.99,black,boots,0.0
2236,Cesare Gaspari,86.0,208.0,black,boots,122.0
2237,PULL&BEAR,45.99,45.99,black,boots,0.0
2238,The North Face,84.0,120.0,BLACK/WHITE,trainers,36.0
2239,Anna Field,34.99,34.99,green,sandals,0.0
2240,Freyling,20.99,84.99,dunkelblau,trainers,64.0
2241,Gioseppo,54.95,54.95,oro,sandals,0.0
2242,Anna Field,21.09,27.99,light pink,sandals,6.899999999999999
2243,Caprice,59.95,69.95,lavender suede,pumps,10.0
2244,Puma,63.95,79.95,puma white/frosty pink/vapor gray,trainers,16.0
2245,Dr. Martens,206.95,229.95,black ,mixed,23.0
2246,ONLY SHOES,14.99,29.99,light pink/brown,slippers,14.999999999999998
2247,Tamaris,69.95,69.95,black,lace-ups,0.0
2248,mtng,59.45,69.95,tan,sandals,10.5
2249,Even&Odd,18.49,22.99,gold,sandals,4.5
2250,Anna Field,18.49,22.99,pink,pumps,4.5
2251,Anna Field,34.99,34.99,cognac,boots,0.0
2252,Pepe Jeans,47.5,95.0,sand,trainers,47.5
2253,Veja,149.95,149.95,extra-white/almond,trainers,0.0
2254,adidas Originals,101.95,119.95,grey four/crystal white/wonder silver,trainers,18.0
2255,Tamaris,79.95,79.95,black,heels,0.0
2256,adidas Originals,109.95,109.95,white,trainers,0.0
2257,Dr. Martens,119.95,199.95,black smooth,boots,79.99999999999999
2258,Esprit,39.99,59.99,pink fuchsia,sandals,20.0
2259,Skechers,69.95,69.95,taupe,trainers,0.0
2260,Marco Tozzi,59.95,59.95,cafe brush,slip-ons,0.0
2261,Pepe Jeans,89.95,89.95,black,trainers,0.0
2262,Marks & Spencer,64.95,64.95,navy,moccasins,0.0
2263,Nike Sportswear,139.95,139.95,wolf grey/summit white,trainers,0.0
2264,Geox,69.95,99.95,light gold,pumps,30.0
2265,Marco Tozzi,49.95,49.95,black,heels,0.0
2266,Philip Hog,99.0,99.0,brown,trainers,0.0
2267,Marco Tozzi,35.95,39.95,nude,slip-ons,4.0
2268,Where’s That From,49.99,49.99,red suede,sandals,0.0
2269,Where’s That From,36.99,36.99,rose gold,mules,0.0
2270,Thea Mika,194.99,194.99,cam timo,mules,0.0
2271,ONLY SHOES,59.99,59.99,black,boots,0.0
2272,Pepe Jeans,22.5,45.0,coral,slides,22.5
2273,Crosby,29.99,49.99,light beige,trainers,20.000000000000004
2274,Monki,27.0,45.0,red bright,sandals,18.0
2275,Anna Field,39.99,39.99,black,boots,0.0
2276,Anna Field Wide Fit,22.49,27.99,beige,mules,5.5
2277,Rohde,43.96,54.95,lachs,sandals,10.990000000000002
2278,Tamaris,49.99,89.99,black,boots,39.99999999999999
2279,Tamaris,69.95,69.95,black,slip-ons,0.0
2280,Les Tropeziennes par M Belarbi,55.0,55.0,leopard,sandals,0.0
2281,Ambellis,23.99,99.99,beige,trainers,76.0
2282,Bagatt,62.96,69.95,pink,mules,6.990000000000002
2283,New Look Wide Fit,59.99,59.99,off white,heels,0.0
2284,Cesare Gaspari,86.0,138.0,white,slip-ons,52.0
2285,Zign,52.49,69.99,beige,espadrilles,17.499999999999993
2286,Inuovo,89.95,89.95,navy nvy,slip-ons,0.0
2287,Anna Field,59.99,59.99,cognac,boots,0.0
2288,Tommy Hilfiger,39.95,44.95,dark blue,sandals,5.0
2289,Even&Odd,33.99,39.99,white/multi-coloured ,trainers,6.0
2290,Lloyd,129.9,129.9,blau,slip-ons,0.0
2291,Massimo Dutti,79.95,79.95,grey,pumps,0.0
2292,Tamaris,45.45,64.95,black,heels,19.5
2293,Nike Sportswear,58.8,69.95,black/white,trainers,11.150000000000006
2294,Puma,40.95,59.99, white team gold,trainers,19.04
2295,adidas Originals,99.95,99.95,solid grey/footwear white,trainers,0.0
2296,Reebok Classic,84.95,99.95,footwear white/glen green,trainers,15.0
2297,RAID,41.99,41.99,white,sandals,0.0
2298,Marco Tozzi,39.95,39.95,black,heels,0.0
2299,Clarks,76.95,109.95,black ,heels,33.0
2300,Pepe Jeans,26.95,49.95,light water green,trainers,23.000000000000004
2301,Even&Odd,39.89,43.99,black,heels,4.100000000000001
2302,Reef,36.0,40.0,black,sandals,4.0
2303,Tommy Hilfiger,58.43,89.9,black,mules,31.470000000000006
2304,Sperry,62.95,114.95,classic brown,mixed,52.0
2305,Even&Odd Wide Fit,29.99,39.99,pink,sandals,10.000000000000004
2306,Copenhagen Shoes,89.95,89.95,rosa,pumps,0.0
2307,Esprit,39.99,49.99,light beige,mules,10.0
2308,Mustang,41.95,49.95,ivory,sandals,8.0
2309,Caprice,66.45,69.95,silver metallic,pumps,3.5
2310,Buffalo,71.99,79.99,silver,sandals,8.0
2311,Anna Field,39.99,39.99,dark blue,lace-ups,0.0
2312,Even&Odd,24.09,29.99,black,pumps,5.899999999999999
2313,Nine West,49.99,119.99,nude,heels,70.0
2314,Tamaris,79.95,79.95,black,slip-ons,0.0
2315,Mango,45.99,45.99,medium brown,heels,0.0
2316,Nike Sportswear,76.95,109.95,white/pink oxford/black/summit white,trainers,33.0
2317,Caprice,45.95,69.95,black knit,trainers,24.0
2318,Even&Odd,36.19,44.99,light pink,heels,8.800000000000004
2319,Tamaris,69.95,69.95,nut structure,slip-ons,0.0
2320,Anna Field,48.99,64.99,gold,sandals,15.999999999999993
2321,Nine West,49.99,99.99,gold,sandals,49.99999999999999
2322,Inselhauptstadt,26.99,114.99,dunkelblau,heels,88.0
2323,Woden,89.95,89.95,black,trainers,0.0
2324,Esprit,25.99,39.99,caramel,mules,14.000000000000004
2325,Nine West,29.99,89.99,orange,mules,60.0
2326,Bullboxer,53.97,89.95,beige,lace-ups,35.980000000000004
2327,Tamaris,59.95,59.95,navy,heels,0.0
2328,Stradivarius,25.99,25.99,silver coloured,sandals,0.0
2329,Nine West,39.99,109.99,blue,heels,70.0
2330,Tamaris,69.95,79.95,light gold,sandals,10.0
2331,Dr. Martens,175.0,199.95,black,boots,24.94999999999999
2332,JOOP!,55.95,79.95,weiß,mules,24.0
2333,Jolana & Fenena,44.99,109.99,creme,boots,65.0
2334,adidas Originals,109.95,109.95,grey two/hi-res red /gold metallic ,trainers,0.0
2335,Pier One,17.59,24.99,dark blue,espadrilles,7.399999999999999
2336,Tamaris,53.95,59.95,ivory/gold,trainers,6.0
2337,Where’s That From,49.99,49.99,red,heels,0.0
2338,Zign,43.99,43.99,black,lace-ups,0.0
2339,Caprice,58.95,69.95,white ,heels,11.0
2340,Nine West,69.99,119.99,silver,moccasins,50.0
2341,Esprit,33.99,49.99,navy,trainers,16.0
2342,Pepe Jeans,57.75,105.0,soft pink,trainers,47.25
2343,Bagatt,51.54,69.99,beige,mules,18.449999999999996
2344,Marc O'Polo,69.95,89.95,black,sandals,20.0
2345,XTI,54.95,54.95,red,sandals,0.0
2346,Sioux,69.95,139.95,schwarz,slip-ons,69.99999999999999
2347,Massimo Dutti,99.95,99.95,camel,pumps,0.0
2348,Havaianas,19.0,19.0,black,mixed,0.0
2349,Palado,59.95,79.95,weiß lack,mules,20.0
2350,Ekonika,110.1,367.0,black,boots,256.9
2351,Even&Odd,29.89,34.99,white/black,trainers,5.100000000000001
2352,Bagatt,79.95,79.95,rot,trainers,0.0
2353,White Sun,32.5,65.0,black,mules,32.5
2354,Anna Field,21.29,24.99,gold,mules,3.6999999999999993
2355,mtng,74.95,74.95,karma ,boots,0.0
2356,OYSHO,12.99,25.99,black,sandals,12.999999999999998
2357,Ca'Shott,110.49,129.99,black,mules,19.500000000000014
2358,Steve Madden,69.95,99.95,bone,trainers,30.0
2359,Marco Tozzi,39.95,39.95,black,mules,0.0
2360,New Balance,119.95,119.95,silver,trainers,0.0
2361,Tommy Hilfiger,58.43,89.9,light sandalwood,trainers,31.470000000000006
2362,Marco Tozzi,38.95,59.95,powder,sandals,21.0
2363,Anna Field,23.89,27.99,black,trainers,4.099999999999998
2364,Tamaris,69.95,69.95,black leather,lace-ups,0.0
2365,Vero Moda,64.99,64.99,moonlight,mixed,0.0
2366,OYSHO,49.99,49.99,white,trainers,0.0
2367,Mexx,49.99,59.99,gold,sandals,10.0
2368,Ambellis,25.99,109.99,weiß,boots,84.0
2369,ASICS SportStyle,89.95,89.95,white,trainers,0.0
2370,Reebok Classic,63.95,74.95,core black/footwear white,trainers,11.0
2371,adidas Originals,109.95,109.95,footwear white/gold metallic,trainers,0.0
2372,Palado,34.95,84.95,weiß matt,mules,50.0
2373,Les Tropeziennes par M Belarbi,85.0,85.0,or,sandals,0.0
2374,Caprice,45.95,69.95,hazel suede,sandals,24.0
2375,Next,87.0,87.0,off-white,mixed,0.0
2376,Tamaris,44.95,69.95,ivory,heels,25.0
2377,Stradivarius,29.99,29.99,offwhite,mixed,0.0
2378,Caprice,55.95,89.95,taupe ,slip-ons,34.0
2379,Anna Field,33.99,39.99,gold,sandals,6.0
2380,Nine West,39.99,109.99,nude,heels,70.0
2381,TOM TAILOR,42.18,59.99,navy silver,sandals,17.810000000000002
2382,Buffalo,67.99,79.99,silber,sandals,12.0
2383,Next,54.0,54.0,black,heels,0.0
2384,Betsy,49.99,59.99,light pink,heels,10.0
2385,Simmi London,35.85,41.95,beige ,sandals,6.100000000000001
2386,CHARLES FOOTWEAR,78.21,99.0,black,slip-ons,20.790000000000006
2387,Puma,99.95,99.95,white/blissful blue,trainers,0.0
2388,Tamaris,49.95,49.95,silver,sandals,0.0
2389,Nine West,44.99,119.99,red,moccasins,75.0
2390,Cesare Gaspari,69.0,145.0,black,sandals,76.0
2391,Where’s That From,44.99,44.99,black patent,pumps,0.0
2392,Lloyd,159.9,159.9,braun,lace-ups,0.0
2393,Vagabond,87.95,109.95,black,pumps,22.0
2394,Anna Field,24.99,24.99,black,pumps,0.0
2395,Anna Field,39.99,39.99,beige,boots,0.0
2396,Even&Odd,28.09,34.99,white,sandals,6.900000000000002
2397,Stradivarius,29.99,29.99,black,moccasins,0.0
2398,Where’s That From,44.99,44.99,red suede,mixed,0.0
2399,Bagatt,53.96,59.95,weiß,slip-ons,5.990000000000002
2400,Palado,44.95,64.95,gold gold,mules,20.0
2401,Vagabond,89.95,89.95,black,sandals,0.0
2402,Gabor,129.95,129.95,schwarz,slip-ons,0.0
2403,Tamaris,57.38,65.95,black uni,mules,8.57
2404,Tamaris,59.95,59.95,white/silver,trainers,0.0
2405,Bagatt,69.95,69.95,schwarz,mules,0.0
2406,ONLY SHOES,36.19,44.99,black,sandals,8.800000000000004
2407,Marco Tozzi,29.95,49.95,red,heels,20.000000000000004
2408,Tamaris,59.95,59.95,black matt,lace-ups,0.0
2409,Anna Field,59.99,59.99,black,pumps,0.0
2410,Tamaris,59.95,59.95,cognac,sandals,0.0
2411,Tamaris,47.35,59.95,nut croco,sandals,12.600000000000001
2412,Calvin Klein Jeans,80.95,89.95,pearlized bright white,trainers,9.0
2413,Anna Field,33.99,39.99,silver,sandals,6.0
2414,Pikolinos,129.9,129.9,cuero,heels,0.0
2415,Pepe Jeans,47.5,95.0,tobacco,sandals,47.5
2416,Wojas,64.9,64.9,black ,sandals,0.0
2417,Toni Pons,59.95,59.95,beige,espadrilles,0.0
2418,Copenhagen,191.95,274.95,black,boots,83.0
2419,Puma,64.95,64.95,white/white/grey,trainers,0.0
2420,Zign,129.99,129.99,black,boots,0.0
2421,Rieker,36.56,59.95,ginger,lace-ups,23.39
2422,Caprice,99.95,99.95,cognac nappa,heels,0.0
2423,Calvin Klein Jeans,74.95,99.95,bright white/black,trainers,25.0
2424,South Beach,42.25,46.95,multi coloured,espadrilles,4.700000000000003
2425,Ambellis,25.99,109.99,hellgelb,trainers,84.0
2426,Tamaris,48.95,69.95,pearl,heels,21.0
2427,adidas Originals,66.95,74.95,core black/footwear white,trainers,8.0
2428,Anna Field,38.69,54.99,gold,pumps,16.300000000000004
2429,New Look,39.99,49.99,tan,sandals,10.0
2430,ara,79.95,99.95,beige,heels,20.0
2431,Nine West,49.99,109.99,black,mules,59.99999999999999
2432,Les Bagatelles,32.5,65.0,camel,sandals,32.5
2433,Even&Odd,41.79,48.99,silver,sandals,7.200000000000003
2434,Vagabond,129.95,129.95,black,slip-ons,0.0
2435,Tamaris,52.16,59.95,muscat,heels,7.790000000000006
2436,PULL&BEAR,29.99,29.99,white,trainers,0.0
2437,Paul Green,89.9,119.9,dunkelblau,pumps,30.0
2438,Tamaris,71.96,79.95,black leather,sandals,7.990000000000009
2439,Stradivarius,29.99,29.99,black,sandals,0.0
2440,Anna Field Wide Fit,29.89,34.99,dark blue,sandals,5.100000000000001
2441,Inselhauptstadt,23.99,99.99,blau,trainers,76.0
2442,Ambellis,27.99,119.99,bunt,boots,92.0
2443,Nike Sportswear,79.95,99.95,sail/fir/wheat gold/team red,trainers,20.0
2444,Marco Tozzi,39.95,79.95,light blue,slip-ons,40.0
2445,Next,75.0,75.0,red,pumps,0.0
2446,South Beach,42.25,46.95,leopard,sandals,4.700000000000003
2447,Even&Odd,39.99,39.99,black,lace-ups,0.0
2448,Caprice,79.95,79.95,black nappa,slip-ons,0.0
2449,Tamaris,47.83,59.95,black,pumps,12.120000000000005
2450,Zign,24.99,49.99,white,mules,25.000000000000004
2451,Tamaris,79.95,79.95,black uni,boots,0.0
2452,Even&Odd,48.99,48.99,black,boots,0.0
2453,Marco Tozzi,41.95,49.95,rainbow met,heels,8.0
2454,Carvela,45.0,115.0,black,sandals,70.0
2455,Puma,84.95,99.95,feather gray/warm white,trainers,15.0
2456,Skechers Wide Fit,58.95,69.95,black,trainers,11.0
2457,Next,47.0,47.0,navy blue,heels,0.0
2458,Cesare Gaspari,58.0,125.0,pink,slip-ons,67.0
2459,British Knights,69.95,69.95,sage white,trainers,0.0
2460,Esprit,46.99,69.99,white,sandals,22.999999999999993
2461,Ambellis,25.99,109.99,hellblau,trainers,84.0
2462,Beck,33.3,39.99,schwarz,wellies,6.690000000000005
2463,Havaianas,19.0,19.0,navy blue,mixed,0.0
2464,New Balance,67.95,84.95,black/yellow,trainers,17.0
2465,Rieker,59.9,59.95,cliff/ginger,sandals,0.05000000000000426
2466,Levi's®,25.95,36.95,regular pink,mules,11.000000000000004
2467,Pier One,29.99,39.99,black,lace-ups,10.000000000000004
2468,mtng,104.9,104.9,afelpado avellana,boots,0.0
2469,Dr. Martens,179.95,179.95,black virginia,mixed,0.0
2470,Tamaris,59.95,79.95,black ,slip-ons,20.0
2471,Bullboxer,63.55,79.95,black ,boots,16.400000000000006
2472,Menbur,80.95,94.95,gold,heels,14.0
2473,VERBENAS,50.95,59.99,grn,espadrilles,9.04
2474,Tamaris,69.95,69.95,black matt,boots,0.0
2475,Anna Field,29.99,59.99,dark blue,sandals,30.000000000000004
