,Titles,Years
6277,"Glucosylated hydroxymethyluracil, DNA base J, prevents transcriptional readthrough in Leishmania.",2012
6278,Single-stranded RNAs use RNAi to potently and allele-selectively inhibit mutant huntingtin expression.,2012
6279,Single-stranded siRNAs activate RNAi in animals.,2012
6280,A cornucopia of candidates for deafness.,2012
6281,LIS1 clamps dynein to the microtubule.,2012
6282,Holding on through DNA replication: histone modification or modifier?,2012
6283,Singles engage the RNA interference pathway.,2012
6284,TrxG and PcG proteins but not methylated histones remain associated with DNA through replication.,2012
6285,A bistable circuit involving SCARECROW-RETINOBLASTOMA integrates cues to inform asymmetric stem cell division.,2012
6286,Cohesin's DNA exit gate is distinct from its entrance gate and is regulated by acetylation.,2012
6287,SnapShot: The nuclear envelope I.,2012
6288,A genome-scale resource for in vivo tag-based protein function exploration in C. elegans.,2012
6289,Cancer vulnerabilities unveiled by genomic loss.,2012
6290,Poxviruses deploy genomic accordions to adapt rapidly against host antiviral defenses.,2012
6291,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,2012
6292,Extracellular M. tuberculosis DNA targets bacteria for autophagy by activating the host DNA-sensing pathway.,2012
6293,Prophage excision activates Listeria competence genes that promote phagosomal escape and virulence.,2012
6294,The BMP inhibitor Coco reactivates breast cancer cells at lung metastatic sites.,2012
6295,Constitutive formation of caveolae in a bacterium.,2012
6296,The permeability of reconstituted nuclear pores provides direct evidence for the selective phase model.,2012
6297,Tissue-specific mitotic bookmarking by hematopoietic transcription factor GATA1.,2012
6298,Transcriptome-wide regulation of pre-mRNA splicing and mRNA localization by muscleblind proteins.,2012
6299,PKM2 phosphorylates histone H3 and promotes gene transcription and tumorigenesis.,2012
6300,Small-molecule inhibition of BRDT for male contraception.,2012
6301,"Poxvirus use a ""gene accordion"" to tune out host defenses.",2012
6302,Hippo signaling goes long range.,2012
6303,Contraception for men: a breakthrough new approach.,2012
6304,TRIP12 and UBR5 suppress spreading of chromatin ubiquitylation at damaged chromosomes.,2012
6305,Regulation of the Hippo-YAP pathway by G-protein-coupled receptor signaling.,2012
6306,SnapShot: endogenous RNAi machinery and mechanisms.,2012
6307,A synthetic biology framework for programming eukaryotic transcription functions.,2012
6308,Synaptic and extrasynaptic NMDA receptors are gated by different endogenous coagonists.,2012
6309,Brown remodeling of white adipose tissue by SirT1-dependent deacetylation of Pparγ.,2012
6310,Scl represses cardiomyogenesis in prospective hemogenic endothelium and endocardium.,2012
6311,Identification of regulators of polyploidization presents therapeutic targets for treatment of AMKL.,2012
6312,Tristetraprolin impairs myc-induced lymphoma and abolishes the malignant state.,2012
6313,HSF1 drives a transcriptional program distinct from heat shock to support highly malignant human cancers.,2012
6314,"Exome capture reveals ZNF423 and CEP164 mutations, linking renal ciliopathies to DNA damage response signaling.",2012
6315,Dynamic assembly of brambleberry mediates nuclear envelope fusion during early development.,2012
6316,Plasma membrane reshaping during endocytosis is revealed by time-resolved electron tomography.,2012
6317,The first five seconds in the life of a clathrin-coated pit.,2012
6318,TPP1 OB-fold domain controls telomere maintenance by recruiting telomerase to chromosome ends.,2012
6319,Host remodeling of the gut microbiome and metabolic changes during pregnancy.,2012
6320,Thinking outside the synapse: glycine at extrasynaptic NMDA receptors.,2012
6321,Exposing secrets of telomere-telomerase encounters.,2012
6322,Evolutionary history and adaptation from high-coverage whole-genome sequences of diverse African hunter-gatherers.,2012
6323,TRIF licenses caspase-11-dependent NLRP3 inflammasome activation by gram-negative bacteria.,2012
6324,Snapshot: endogenous RNAi [corrected] pathways.,2012
6325,Functional interplay between caspase cleavage and phosphorylation sculpts the apoptotic proteome.,2012
6326,Systematic functional prioritization of protein posttranslational modifications.,2012
6327,Genome-wide single-cell analysis of recombination activity and de novo mutation rates in human sperm.,2012
6328,A whole-cell computational model predicts phenotype from genotype.,2012
6329,Noncanonical Wnt signaling maintains hematopoietic stem cells in the niche.,2012
6330,The RIP1/RIP3 necrosome forms a functional amyloid signaling complex required for programmed necrosis.,2012
6331,Structure of the rigor actin-tropomyosin-myosin complex.,2012
6332,Cell-cycle-dependent structural transitions in the human CENP-A nucleosome in vivo.,2012
6333,Cell-cycle-coupled structural oscillation of centromeric nucleosomes in yeast.,2012
6334,An α helix to β barrel domain switch transforms the transcription factor RfaH into a translation factor.,2012
6335,Transcript dynamics of proinflammatory genes revealed by sequence analysis of subcellular RNA fractions.,2012
6336,The origin and evolution of mutations in acute myeloid leukemia.,2012
6337,A landscape of driver mutations in melanoma.,2012
6338,The dawn of virtual cell biology.,2012
6339,The split personality of CENP-A nucleosomes.,2012
6340,Unfolding the bridge between transcription and translation.,2012
6341,"Transcription, splicing, and release: are we there yet?",2012
6342,Science for sale: academic meets industry.,2012
6343,Beige adipocytes are a distinct type of thermogenic fat cell in mouse and human.,2012
6344,Mu-opioid receptors and dietary protein stimulate a gut-brain neural circuitry limiting food intake.,2012
6345,SnapShot: adipocyte life cycle.,2012
6346,Adaptive mutations that prevent crosstalk enable the expansion of paralogous signaling protein families.,2012
6347,Activity-dependent transport of the transcriptional coactivator CRTC1 from synapse to nucleus.,2012
6348,Follicular dendritic cells emerge from ubiquitous perivascular precursors.,2012
6349,Acetylation-dependent regulation of Skp2 function.,2012
6350,A CXCL1 paracrine network links cancer chemoresistance and metastasis.,2012
6351,Identification of stem cell populations in sweat glands and ducts reveals roles in homeostasis and wound repair.,2012
6352,Coordination of kinase and phosphatase activities by Lem4 enables nuclear envelope reassembly during mitosis.,2012
6353,A translation-like cycle is a quality control checkpoint for maturing 40S ribosome subunits.,2012
6354,U1 snRNP determines mRNA length and regulates isoform expression.,2012
6355,Extrathymic generation of regulatory T cells in placental mammals mitigates maternal-fetal conflict.,2012
6356,Cancer epigenetics: from mechanism to therapy.,2012
6357,"U1 snRNA rewrites the ""script"".",2012
6358,"Maternal-fetal immune tolerance, block by block.",2012
6359,Telomeric 3' overhangs derive from resection by Exo1 and Apollo and fill-in by POT1b-associated CST.,2012
6360,piRNAs initiate an epigenetic memory of nonself RNA in the C. elegans germline.,2012
6361,piRNAs can trigger a multigenerational epigenetic memory in the germline of C. elegans.,2012
6362,C. elegans piRNAs mediate the genome-wide surveillance of germline transcripts.,2012
6363,Proteasomal degradation resolves competition between cell polarization and cellular wound healing.,2012
6364,The structure of human argonaute-2 in complex with miR-20a.,2012
6365,SnapShot: Optical control and imaging of brain activity.,2012
6366,Expressed pseudogenes in the transcriptional landscape of human cancers.,2012
6367,The RacGAP β2-Chimaerin selectively mediates axonal pruning in the hippocampus.,2012
6368,Gut immune maturation depends on colonization with a host-specific microbiota.,2012
6369,Tiki1 is required for head formation via Wnt cleavage-oxidation and inactivation.,2012
6370,Fibroblast growth factor 13 is a microtubule-stabilizing protein regulating neuronal polarization and migration.,2012
6371,p53 opens the mitochondrial permeability transition pore to trigger necrosis.,2012
6372,Retrograde signaling by the plastidial metabolite MEcPP regulates expression of nuclear stress-response genes.,2012
6373,Inhibition of basal FGF receptor signaling by dimeric Grb2.,2012
6374,Spatial positive feedback at the onset of mitosis.,2012
6375,A phage tubulin assembles dynamic filaments by an atypical mechanism to center viral DNA within the host cell.,2012
6376,DNA sequence-dependent compartmentalization and silencing of chromatin at the nuclear lamina.,2012
6377,Genome-wide nucleosome specificity and directionality of chromatin remodelers.,2012
6378,RNA polymerase backtracking in gene regulation and genome instability.,2012
6379,A movie of RNA polymerase II transcription.,2012
6380,Host and microbes date exclusively.,2012
6381,Tiki casts a spell on Wnt.,2012
6382,Membrane protein structure predictions for exploration.,2012
6383,Rewriting the epigenome.,2012
6384,"Scientific misconduct: more cops, more robbers?",2012
6385,Dynamics and memory of heterochromatin in living cells.,2012
6386,Comprehensive analysis of mRNA methylation reveals enrichment in 3' UTRs and near stop codons.,2012
6387,Three-dimensional structures of membrane proteins from genomic sequencing.,2012
6388,SnapShot: Tumor angiogenesis.,2012
6389,Comparative epigenomic annotation of regulatory DNA.,2012
6390,Active remodeling of cortical actin regulates spatiotemporal organization of cell surface molecules.,2012
6391,Functional repurposing revealed by comparing S. pombe and S. cerevisiae genetic interactions.,2012
6392,Fruitless recruits two antagonistic chromatin factors to establish single-neuron sexual dimorphism.,2012
6393,FoxO1 target Gpr17 activates AgRP neurons to regulate food intake.,2012
6394,Complement C1q activates canonical Wnt signaling and promotes aging-related phenotypes.,2012
6395,"Tumor suppression in the absence of p53-mediated cell-cycle arrest, apoptosis, and senescence.",2012
6396,A thrombospondin-dependent pathway for a protective ER stress response.,2012
6397,Wnt signaling through inhibition of β-catenin degradation in an intact Axin1 complex.,2012
6398,Controlling long-range genomic interactions at a native locus by targeted tethering of a looping factor.,2012
6399,The intra-S phase checkpoint targets Dna2 to prevent stalled replication forks from reversing.,2012
